id,transaction_id,amount,fraud_probability,prediction,alert_time,severity,date,hour
28,62,1.0,0.9996,1,2026-05-15 14:28:38,HIGH,2026-05-15,14
29,64,1.1,0.9995,1,2026-05-15 14:28:38,HIGH,2026-05-15,14
30,69,99.99,0.9997,1,2026-05-15 14:28:38,HIGH,2026-05-15,14
31,71,1.0,0.948,1,2026-05-15 14:28:38,HIGH,2026-05-15,14
32,75,600.73,0.9977,1,2026-05-15 14:28:38,HIGH,2026-05-15,14
33,76,1.0,0.9923,1,2026-05-15 14:28:38,HIGH,2026-05-15,14
34,78,3.79,0.8699,1,2026-05-15 14:28:38,MEDIUM,2026-05-15,14
35,80,30.31,0.9997,1,2026-05-15 14:28:38,HIGH,2026-05-15,14
36,82,99.99,0.9997,1,2026-05-15 14:28:39,HIGH,2026-05-15,14
37,83,252.92,0.9997,1,2026-05-15 14:28:39,HIGH,2026-05-15,14
38,84,99.99,0.9997,1,2026-05-15 14:28:39,HIGH,2026-05-15,14
39,85,1.0,0.9996,1,2026-05-15 14:28:39,HIGH,2026-05-15,14
40,90,1.0,0.7718,1,2026-05-15 14:28:39,MEDIUM,2026-05-15,14
41,91,480.72,0.8929,1,2026-05-15 14:28:39,MEDIUM,2026-05-15,14
42,92,0.0,0.9989,1,2026-05-15 14:28:39,HIGH,2026-05-15,14
43,94,1354.25,0.9989,1,2026-05-15 14:28:39,HIGH,2026-05-15,14
44,96,237.26,0.9914,1,2026-05-15 14:28:39,HIGH,2026-05-15,14
45,98,19.02,0.9969,1,2026-05-15 14:28:39,HIGH,2026-05-15,14
46,99,99.99,0.9997,1,2026-05-15 14:28:39,HIGH,2026-05-15,14
47,102,186.13,0.9994,1,2026-05-15 14:28:40,HIGH,2026-05-15,14
48,104,1.0,0.9834,1,2026-05-15 14:28:40,HIGH,2026-05-15,14
49,109,99.99,0.9997,1,2026-05-15 14:28:40,HIGH,2026-05-15,14
50,115,0.0,0.9996,1,2026-05-15 14:28:40,HIGH,2026-05-15,14
51,116,1.1,0.9889,1,2026-05-15 14:28:40,HIGH,2026-05-15,14
52,117,153.46,0.9997,1,2026-05-15 14:28:40,HIGH,2026-05-15,14
53,120,75.86,0.9996,1,2026-05-15 14:28:40,HIGH,2026-05-15,14
54,122,1.59,0.9995,1,2026-05-15 14:28:41,HIGH,2026-05-15,14
55,124,60.0,0.9737,1,2026-05-15 14:28:41,HIGH,2026-05-15,14
56,125,0.76,0.7807,1,2026-05-15 14:28:41,MEDIUM,2026-05-15,14
57,128,1.0,0.9997,1,2026-05-15 14:28:41,HIGH,2026-05-15,14
58,133,0.0,0.9997,1,2026-05-15 14:28:41,HIGH,2026-05-15,14
59,136,1.0,0.9996,1,2026-05-15 14:28:41,HIGH,2026-05-15,14
60,137,459.07,0.9994,1,2026-05-15 14:28:41,HIGH,2026-05-15,14
61,138,0.0,0.9721,1,2026-05-15 14:28:41,HIGH,2026-05-15,14
62,139,1.0,0.9996,1,2026-05-15 14:28:41,HIGH,2026-05-15,14
63,140,99.99,0.9997,1,2026-05-15 14:28:41,HIGH,2026-05-15,14
64,141,1218.89,0.9896,1,2026-05-15 14:28:42,HIGH,2026-05-15,14
65,142,99.85,0.9997,1,2026-05-15 14:28:42,HIGH,2026-05-15,14
66,144,451.27,0.8537,1,2026-05-15 14:28:42,MEDIUM,2026-05-15,14
67,148,30.14,0.7477,1,2026-05-15 14:28:42,MEDIUM,2026-05-15,14
68,150,33.76,0.6103,1,2026-05-15 14:28:42,LOW,2026-05-15,14
69,152,0.76,0.9996,1,2026-05-15 14:28:42,HIGH,2026-05-15,14
70,154,122.68,0.9996,1,2026-05-15 14:28:42,HIGH,2026-05-15,14
71,156,7.06,0.9713,1,2026-05-15 14:28:42,HIGH,2026-05-15,14
72,157,104.03,0.9997,1,2026-05-15 14:28:42,HIGH,2026-05-15,14
73,159,3.76,0.9711,1,2026-05-15 14:28:42,HIGH,2026-05-15,14
74,167,44.9,0.9997,1,2026-05-15 14:28:43,HIGH,2026-05-15,14
75,169,11.4,0.9996,1,2026-05-15 14:28:43,HIGH,2026-05-15,14
76,170,1.0,0.9997,1,2026-05-15 14:28:43,HIGH,2026-05-15,14
77,171,2125.87,0.8583,1,2026-05-15 14:28:43,MEDIUM,2026-05-15,14
78,172,0.38,0.999,1,2026-05-15 14:28:43,HIGH,2026-05-15,14
79,173,112.33,0.9997,1,2026-05-15 14:28:43,HIGH,2026-05-15,14
80,175,349.08,0.9984,1,2026-05-15 14:28:43,HIGH,2026-05-15,14
81,176,45.51,0.9997,1,2026-05-15 14:28:43,HIGH,2026-05-15,14
82,177,1.0,0.926,1,2026-05-15 14:28:43,HIGH,2026-05-15,14
83,178,106.9,0.9996,1,2026-05-15 14:28:43,HIGH,2026-05-15,14
84,183,2.0,0.9995,1,2026-05-15 14:28:43,HIGH,2026-05-15,14
85,186,99.99,0.9996,1,2026-05-15 14:28:44,HIGH,2026-05-15,14
86,188,3.22,0.7293,1,2026-05-15 14:28:44,MEDIUM,2026-05-15,14
87,194,18.98,0.9976,1,2026-05-15 14:28:44,HIGH,2026-05-15,14
88,195,1.0,0.9991,1,2026-05-15 14:28:44,HIGH,2026-05-15,14
89,196,2.0,0.9989,1,2026-05-15 14:28:44,HIGH,2026-05-15,14
90,197,0.76,0.9943,1,2026-05-15 14:28:44,HIGH,2026-05-15,14
91,198,1.0,0.9835,1,2026-05-15 14:28:44,HIGH,2026-05-15,14
92,200,99.99,0.9997,1,2026-05-15 14:28:44,HIGH,2026-05-15,14
93,201,1.0,0.998,1,2026-05-15 14:28:44,HIGH,2026-05-15,14
94,207,99.99,0.9997,1,2026-05-15 14:28:45,HIGH,2026-05-15,14
95,211,99.99,0.9997,1,2026-05-15 14:28:45,HIGH,2026-05-15,14
96,212,1.0,0.9973,1,2026-05-15 14:28:45,HIGH,2026-05-15,14
97,216,1.0,0.9996,1,2026-05-15 14:28:45,HIGH,2026-05-15,14
98,218,219.8,0.9996,1,2026-05-15 14:28:45,HIGH,2026-05-15,14
99,221,188.52,0.9997,1,2026-05-15 14:28:45,HIGH,2026-05-15,14
100,224,1.0,0.9996,1,2026-05-15 14:28:45,HIGH,2026-05-15,14
101,226,239.93,0.909,1,2026-05-15 14:28:46,HIGH,2026-05-15,14
102,228,0.0,0.9996,1,2026-05-15 14:28:46,HIGH,2026-05-15,14
103,231,346.94,0.9996,1,2026-05-15 14:28:46,HIGH,2026-05-15,14
104,233,12.31,0.9248,1,2026-05-15 14:28:46,HIGH,2026-05-15,14
105,235,1.0,0.9996,1,2026-05-15 14:28:46,HIGH,2026-05-15,14
106,236,30.39,0.9997,1,2026-05-15 14:28:46,HIGH,2026-05-15,14
107,239,1.0,0.954,1,2026-05-15 14:28:46,HIGH,2026-05-15,14
108,240,1.0,0.9971,1,2026-05-15 14:28:46,HIGH,2026-05-15,14
109,241,59.0,0.9393,1,2026-05-15 14:28:46,HIGH,2026-05-15,14
110,242,101.5,0.9994,1,2026-05-15 14:28:46,HIGH,2026-05-15,14
111,245,30.31,0.9997,1,2026-05-15 14:28:47,HIGH,2026-05-15,14
112,246,0.76,0.9997,1,2026-05-15 14:28:47,HIGH,2026-05-15,14
113,247,0.0,0.9989,1,2026-05-15 14:28:47,HIGH,2026-05-15,14
114,248,99.99,0.9997,1,2026-05-15 14:28:47,HIGH,2026-05-15,14
115,249,30.3,0.948,1,2026-05-15 14:28:47,HIGH,2026-05-15,14
116,250,38.76,0.986,1,2026-05-15 14:28:47,HIGH,2026-05-15,14
117,251,0.68,0.9939,1,2026-05-15 14:28:47,HIGH,2026-05-15,14
118,255,120.54,0.9796,1,2026-05-15 14:28:47,HIGH,2026-05-15,14
119,256,1.63,0.9996,1,2026-05-15 14:28:47,HIGH,2026-05-15,14
120,260,1.0,0.9994,1,2026-05-15 14:28:47,HIGH,2026-05-15,14
121,262,0.77,0.9996,1,2026-05-15 14:28:47,HIGH,2026-05-15,14
122,263,9.13,0.9997,1,2026-05-15 14:28:47,HIGH,2026-05-15,14
123,264,0.0,0.9997,1,2026-05-15 14:28:47,HIGH,2026-05-15,14
124,265,65.0,0.9996,1,2026-05-15 14:28:47,HIGH,2026-05-15,14
125,268,276.17,0.9075,1,2026-05-15 14:28:48,HIGH,2026-05-15,14
126,270,723.21,0.933,1,2026-05-15 14:28:48,HIGH,2026-05-15,14
127,271,245.0,0.9995,1,2026-05-15 14:28:48,HIGH,2026-05-15,14
128,272,88.23,0.9997,1,2026-05-15 14:28:48,HIGH,2026-05-15,14
129,274,254.76,0.9997,1,2026-05-15 14:28:48,HIGH,2026-05-15,14
130,276,1.0,0.9996,1,2026-05-15 14:28:48,HIGH,2026-05-15,14
131,277,113.92,0.9996,1,2026-05-15 14:28:48,HIGH,2026-05-15,14
132,279,0.68,0.99,1,2026-05-15 14:28:48,HIGH,2026-05-15,14
133,283,238.9,0.9995,1,2026-05-15 14:28:48,HIGH,2026-05-15,14
134,284,261.22,0.8382,1,2026-05-15 14:28:48,MEDIUM,2026-05-15,14
135,285,290.18,0.6486,1,2026-05-15 14:28:48,LOW,2026-05-15,14
136,287,105.89,0.9867,1,2026-05-15 14:28:49,HIGH,2026-05-15,14
137,288,247.86,0.9854,1,2026-05-15 14:28:49,HIGH,2026-05-15,14
138,289,1.0,0.9996,1,2026-05-15 14:28:49,HIGH,2026-05-15,14
139,294,0.77,0.9995,1,2026-05-15 14:28:49,HIGH,2026-05-15,14
140,295,11.0,0.9993,1,2026-05-15 14:28:49,HIGH,2026-05-15,14
141,296,4.97,0.9995,1,2026-05-15 14:28:49,HIGH,2026-05-15,14
142,298,0.76,0.9997,1,2026-05-15 14:28:49,HIGH,2026-05-15,14
143,299,1.0,0.9986,1,2026-05-15 14:28:49,HIGH,2026-05-15,14
144,300,1.0,0.7881,1,2026-05-15 14:28:49,MEDIUM,2026-05-15,14
145,302,0.01,0.9997,1,2026-05-15 14:28:49,HIGH,2026-05-15,14
146,303,0.0,0.7507,1,2026-05-15 14:28:49,MEDIUM,2026-05-15,14
147,304,996.27,0.9854,1,2026-05-15 14:28:49,HIGH,2026-05-15,14
148,307,0.92,0.908,1,2026-05-15 14:28:50,HIGH,2026-05-15,14
149,315,357.95,0.9051,1,2026-05-15 14:28:50,HIGH,2026-05-15,14
150,316,1504.93,0.9973,1,2026-05-15 14:28:50,HIGH,2026-05-15,14
151,317,1.0,0.9996,1,2026-05-15 14:28:50,HIGH,2026-05-15,14
152,320,294.9,0.9997,1,2026-05-15 14:28:50,HIGH,2026-05-15,14
153,321,99.99,0.9997,1,2026-05-15 14:28:50,HIGH,2026-05-15,14
154,322,1.0,0.9997,1,2026-05-15 14:28:50,HIGH,2026-05-15,14
155,323,78.0,0.9997,1,2026-05-15 14:28:50,HIGH,2026-05-15,14
156,327,0.01,0.9985,1,2026-05-15 14:28:51,HIGH,2026-05-15,14
157,328,19.95,0.5415,1,2026-05-15 14:28:51,LOW,2026-05-15,14
158,330,39.45,0.9996,1,2026-05-15 14:28:51,HIGH,2026-05-15,14
159,332,1.0,0.9996,1,2026-05-15 14:28:51,HIGH,2026-05-15,14
160,335,0.0,0.7334,1,2026-05-15 14:28:51,MEDIUM,2026-05-15,14
161,336,1.0,0.9996,1,2026-05-15 14:28:51,HIGH,2026-05-15,14
162,341,0.77,0.9996,1,2026-05-15 14:28:51,HIGH,2026-05-15,14
163,344,37.32,0.9997,1,2026-05-15 14:28:51,HIGH,2026-05-15,14
164,345,0.01,0.999,1,2026-05-15 14:28:51,HIGH,2026-05-15,14
165,346,94.82,0.9996,1,2026-05-15 14:28:52,HIGH,2026-05-15,14
166,349,18.96,0.9995,1,2026-05-15 14:28:52,HIGH,2026-05-15,14
167,351,130.44,0.9997,1,2026-05-15 14:28:52,HIGH,2026-05-15,14
168,352,252.92,0.9997,1,2026-05-15 14:28:52,HIGH,2026-05-15,14
169,354,99.99,0.9997,1,2026-05-15 14:28:52,HIGH,2026-05-15,14
170,355,18.0,0.9987,1,2026-05-15 14:28:52,HIGH,2026-05-15,14
171,356,106.55,0.9997,1,2026-05-15 14:28:52,HIGH,2026-05-15,14
172,357,316.06,0.9997,1,2026-05-15 14:28:52,HIGH,2026-05-15,14
173,358,1.59,0.9995,1,2026-05-15 14:28:52,HIGH,2026-05-15,14
174,359,33.59,0.9993,1,2026-05-15 14:28:52,HIGH,2026-05-15,14
175,360,648.0,0.9996,1,2026-05-15 14:28:52,HIGH,2026-05-15,14
176,361,0.0,0.9995,1,2026-05-15 14:28:52,HIGH,2026-05-15,14
177,363,172.32,0.9997,1,2026-05-15 14:28:52,HIGH,2026-05-15,14
178,364,51.37,0.9995,1,2026-05-15 14:28:52,HIGH,2026-05-15,14
179,365,99.99,0.9997,1,2026-05-15 14:28:52,HIGH,2026-05-15,14
180,366,1.0,0.9995,1,2026-05-15 14:28:53,HIGH,2026-05-15,14
181,368,1.75,0.9995,1,2026-05-15 14:28:53,HIGH,2026-05-15,14
182,369,925.31,0.9961,1,2026-05-15 14:28:53,HIGH,2026-05-15,14
183,373,1.0,0.9995,1,2026-05-15 14:28:53,HIGH,2026-05-15,14
184,374,8.0,0.9995,1,2026-05-15 14:28:53,HIGH,2026-05-15,14
185,375,1.0,0.9995,1,2026-05-15 14:28:53,HIGH,2026-05-15,14
186,377,127.14,0.9997,1,2026-05-15 14:28:53,HIGH,2026-05-15,14
187,378,23.36,0.9895,1,2026-05-15 14:28:53,HIGH,2026-05-15,14
188,381,426.4,0.9993,1,2026-05-15 14:28:53,HIGH,2026-05-15,14
189,382,204.27,0.9989,1,2026-05-15 14:28:53,HIGH,2026-05-15,14
190,384,3.79,0.9789,1,2026-05-15 14:28:53,HIGH,2026-05-15,14
191,385,101.5,0.9984,1,2026-05-15 14:28:53,HIGH,2026-05-15,14
192,388,364.19,0.9896,1,2026-05-15 14:28:53,HIGH,2026-05-15,14
193,391,7.52,0.9997,1,2026-05-15 14:28:54,HIGH,2026-05-15,14
194,392,3.93,0.7559,1,2026-05-15 14:28:54,MEDIUM,2026-05-15,14
195,394,0.76,0.9992,1,2026-05-15 14:28:54,HIGH,2026-05-15,14
196,396,3.12,0.9435,1,2026-05-15 14:28:54,HIGH,2026-05-15,14
197,397,0.76,0.929,1,2026-05-15 14:28:54,HIGH,2026-05-15,14
198,398,1.0,0.9996,1,2026-05-15 14:28:54,HIGH,2026-05-15,14
199,401,1809.68,0.5584,1,2026-05-15 14:28:54,LOW,2026-05-15,14
200,402,7.59,0.6952,1,2026-05-15 14:28:54,LOW,2026-05-15,14
201,408,22.04,0.9974,1,2026-05-15 14:28:54,HIGH,2026-05-15,14
202,409,1.0,0.9996,1,2026-05-15 14:28:54,HIGH,2026-05-15,14
203,414,1.0,0.9997,1,2026-05-15 14:28:55,HIGH,2026-05-15,14
204,421,1.0,0.9996,1,2026-05-15 14:28:55,HIGH,2026-05-15,14
205,423,39.9,0.9866,1,2026-05-15 14:28:55,HIGH,2026-05-15,14
206,425,2.0,0.9958,1,2026-05-15 14:28:55,HIGH,2026-05-15,14
207,426,25.0,0.9976,1,2026-05-15 14:28:55,HIGH,2026-05-15,14
208,427,0.68,0.999,1,2026-05-15 14:28:55,HIGH,2026-05-15,14
209,428,99.99,0.9997,1,2026-05-15 14:28:55,HIGH,2026-05-15,14
210,430,0.0,0.9997,1,2026-05-15 14:28:55,HIGH,2026-05-15,14
211,431,6.99,0.9486,1,2026-05-15 14:28:55,HIGH,2026-05-15,14
212,432,144.62,0.9994,1,2026-05-15 14:28:56,HIGH,2026-05-15,14
213,433,80.22,0.9994,1,2026-05-15 14:28:56,HIGH,2026-05-15,14
214,434,6.74,0.9997,1,2026-05-15 14:28:56,HIGH,2026-05-15,14
215,435,1.0,0.9997,1,2026-05-15 14:28:56,HIGH,2026-05-15,14
216,436,1.0,0.9994,1,2026-05-15 14:28:56,HIGH,2026-05-15,14
217,437,311.91,0.9199,1,2026-05-15 14:28:56,HIGH,2026-05-15,14
218,438,67.9,0.9995,1,2026-05-15 14:28:56,HIGH,2026-05-15,14
219,441,549.06,0.7448,1,2026-05-15 14:28:56,MEDIUM,2026-05-15,14
220,448,261.87,0.6249,1,2026-05-15 14:28:56,LOW,2026-05-15,14
221,453,39.45,0.9995,1,2026-05-15 14:28:57,HIGH,2026-05-15,14
222,454,360.0,0.9976,1,2026-05-15 14:28:57,HIGH,2026-05-15,14
223,455,99.9,0.9997,1,2026-05-15 14:28:57,HIGH,2026-05-15,14
224,459,80.9,0.998,1,2026-05-15 14:28:57,HIGH,2026-05-15,14
225,460,1.0,0.9997,1,2026-05-15 14:28:57,HIGH,2026-05-15,14
226,461,99.99,0.9997,1,2026-05-15 14:28:57,HIGH,2026-05-15,14
227,462,88.23,0.9997,1,2026-05-15 14:28:57,HIGH,2026-05-15,14
228,465,345.0,0.9689,1,2026-05-15 14:28:57,HIGH,2026-05-15,14
229,466,1.0,0.9296,1,2026-05-15 14:28:57,HIGH,2026-05-15,14
230,467,5.3,0.9997,1,2026-05-15 14:28:57,HIGH,2026-05-15,14
231,468,1.18,0.9996,1,2026-05-15 14:28:57,HIGH,2026-05-15,14
232,470,0.77,0.9996,1,2026-05-15 14:28:57,HIGH,2026-05-15,14
233,471,144.8,0.9996,1,2026-05-15 14:28:57,HIGH,2026-05-15,14
234,472,19.02,0.9997,1,2026-05-15 14:28:57,HIGH,2026-05-15,14
235,474,1.52,0.5603,1,2026-05-15 14:28:58,LOW,2026-05-15,14
236,475,147.87,0.9993,1,2026-05-15 14:28:58,HIGH,2026-05-15,14
237,482,60.6,0.9994,1,2026-05-15 14:28:58,HIGH,2026-05-15,14
238,483,1.0,0.9989,1,2026-05-15 14:28:58,HIGH,2026-05-15,14
239,484,22.47,0.8834,1,2026-05-15 14:28:58,MEDIUM,2026-05-15,14
240,486,766.36,0.9997,1,2026-05-15 14:28:58,HIGH,2026-05-15,14
241,487,1.0,0.9997,1,2026-05-15 14:28:58,HIGH,2026-05-15,14
242,488,9.82,0.9987,1,2026-05-15 14:28:58,HIGH,2026-05-15,14
243,489,99.99,0.9997,1,2026-05-15 14:28:58,HIGH,2026-05-15,14
244,494,111.7,0.9997,1,2026-05-15 14:28:59,HIGH,2026-05-15,14
245,495,0.0,0.9879,1,2026-05-15 14:28:59,HIGH,2026-05-15,14
246,496,1.0,0.9996,1,2026-05-15 14:28:59,HIGH,2026-05-15,14
247,497,1.0,0.9997,1,2026-05-15 14:28:59,HIGH,2026-05-15,14
248,498,0.0,0.9997,1,2026-05-15 14:28:59,HIGH,2026-05-15,14
249,503,727.91,0.9994,1,2026-05-15 14:28:59,HIGH,2026-05-15,14
250,508,1.0,0.9857,1,2026-05-15 14:28:59,HIGH,2026-05-15,14
251,511,1.0,0.9921,1,2026-05-15 14:28:59,HIGH,2026-05-15,14
252,513,2.28,0.9996,1,2026-05-15 14:28:59,HIGH,2026-05-15,14
253,514,1.0,0.9996,1,2026-05-15 14:28:59,HIGH,2026-05-15,14
254,515,1.63,0.9997,1,2026-05-15 14:28:59,HIGH,2026-05-15,14
255,517,489.71,0.9993,1,2026-05-15 14:29:00,HIGH,2026-05-15,14
256,518,0.83,0.9997,1,2026-05-15 14:29:00,HIGH,2026-05-15,14
257,520,1.0,0.9996,1,2026-05-15 14:29:00,HIGH,2026-05-15,14
258,521,17.06,0.9994,1,2026-05-15 14:29:00,HIGH,2026-05-15,14
259,524,104.0,0.9997,1,2026-05-15 14:29:00,HIGH,2026-05-15,14
260,525,1.0,0.9713,1,2026-05-15 14:29:00,HIGH,2026-05-15,14
261,528,454.82,0.9993,1,2026-05-15 14:29:00,HIGH,2026-05-15,14
262,530,0.76,0.9009,1,2026-05-15 14:29:00,HIGH,2026-05-15,14
263,532,99.99,0.9997,1,2026-05-15 14:29:00,HIGH,2026-05-15,14
264,534,9.21,0.962,1,2026-05-15 14:29:00,HIGH,2026-05-15,14
265,536,17.39,0.9588,1,2026-05-15 14:29:00,HIGH,2026-05-15,14
266,537,1.0,0.9991,1,2026-05-15 14:29:00,HIGH,2026-05-15,14
267,538,730.86,0.9965,1,2026-05-15 14:29:00,HIGH,2026-05-15,14
268,540,1.0,0.9997,1,2026-05-15 14:29:01,HIGH,2026-05-15,14
269,541,0.01,0.9997,1,2026-05-15 14:29:01,HIGH,2026-05-15,14
270,542,2.0,0.9993,1,2026-05-15 14:29:01,HIGH,2026-05-15,14
271,543,824.83,0.9945,1,2026-05-15 14:29:01,HIGH,2026-05-15,14
272,544,390.0,0.9993,1,2026-05-15 14:29:01,HIGH,2026-05-15,14
273,545,1.52,0.9997,1,2026-05-15 14:29:01,HIGH,2026-05-15,14
274,550,59.68,0.9997,1,2026-05-15 14:29:01,HIGH,2026-05-15,14
275,551,11.38,0.9997,1,2026-05-15 14:29:01,HIGH,2026-05-15,14
276,552,156.0,0.9991,1,2026-05-15 14:29:01,HIGH,2026-05-15,14
277,554,99.99,0.9893,1,2026-05-15 14:29:01,HIGH,2026-05-15,14
278,557,93.35,0.9962,1,2026-05-15 14:29:01,HIGH,2026-05-15,14
279,558,512.25,0.9997,1,2026-05-15 14:29:01,HIGH,2026-05-15,14
280,559,188.78,0.9996,1,2026-05-15 14:29:02,HIGH,2026-05-15,14
281,560,2.27,0.9987,1,2026-05-15 14:29:02,HIGH,2026-05-15,14
282,561,270.0,0.9995,1,2026-05-15 14:29:02,HIGH,2026-05-15,14
283,565,1.0,0.998,1,2026-05-15 14:29:02,HIGH,2026-05-15,14
284,566,1.0,0.9997,1,2026-05-15 14:29:02,HIGH,2026-05-15,14
285,568,188.52,0.9997,1,2026-05-15 14:29:02,HIGH,2026-05-15,14
286,569,2.28,0.9997,1,2026-05-15 14:29:02,HIGH,2026-05-15,14
287,572,173.07,0.9995,1,2026-05-15 14:29:02,HIGH,2026-05-15,14
288,574,1.0,0.9996,1,2026-05-15 14:29:02,HIGH,2026-05-15,14
289,575,0.76,0.9997,1,2026-05-15 14:29:02,HIGH,2026-05-15,14
290,577,1.0,0.999,1,2026-05-15 14:29:02,HIGH,2026-05-15,14
291,578,296.0,0.9968,1,2026-05-15 14:29:02,HIGH,2026-05-15,14
292,579,0.69,0.8775,1,2026-05-15 14:29:03,MEDIUM,2026-05-15,14
293,581,1.0,0.9996,1,2026-05-15 14:29:03,HIGH,2026-05-15,14
294,582,1.0,0.9997,1,2026-05-15 14:29:03,HIGH,2026-05-15,14
295,586,320.01,0.9996,1,2026-05-15 14:29:03,HIGH,2026-05-15,14
296,590,112.45,0.9961,1,2026-05-15 14:29:03,HIGH,2026-05-15,14
297,596,1.0,0.9995,1,2026-05-15 14:29:03,HIGH,2026-05-15,14
298,597,52.69,0.9996,1,2026-05-15 14:29:03,HIGH,2026-05-15,14
299,601,1.0,0.9996,1,2026-05-15 14:29:04,HIGH,2026-05-15,14
300,602,0.76,0.9997,1,2026-05-15 14:29:04,HIGH,2026-05-15,14
301,603,571.48,0.929,1,2026-05-15 14:29:04,HIGH,2026-05-15,14
302,604,129.0,0.6653,1,2026-05-15 14:29:04,LOW,2026-05-15,14
303,607,1.0,0.9997,1,2026-05-15 14:29:04,HIGH,2026-05-15,14
304,608,83.38,0.9997,1,2026-05-15 14:29:04,HIGH,2026-05-15,14
305,611,0.83,0.9997,1,2026-05-15 14:29:04,HIGH,2026-05-15,14
306,612,209.65,0.9997,1,2026-05-15 14:29:04,HIGH,2026-05-15,14
307,620,1.0,0.9996,1,2026-05-15 14:29:04,HIGH,2026-05-15,14
308,622,7.58,0.8293,1,2026-05-15 14:29:04,MEDIUM,2026-05-15,14
309,624,0.76,0.9994,1,2026-05-15 14:29:05,HIGH,2026-05-15,14
310,625,1.0,0.9994,1,2026-05-15 14:29:05,HIGH,2026-05-15,14
311,627,1.0,0.9996,1,2026-05-15 14:29:05,HIGH,2026-05-15,14
312,632,39.98,0.9952,1,2026-05-15 14:29:05,HIGH,2026-05-15,14
313,633,1.18,0.9996,1,2026-05-15 14:29:05,HIGH,2026-05-15,14
314,636,1.0,0.9996,1,2026-05-15 14:29:05,HIGH,2026-05-15,14
315,637,1.0,0.9981,1,2026-05-15 14:29:05,HIGH,2026-05-15,14
316,639,1.0,0.9556,1,2026-05-15 14:29:05,HIGH,2026-05-15,14
317,641,40.0,0.8293,1,2026-05-15 14:29:05,MEDIUM,2026-05-15,14
318,642,1.0,0.9996,1,2026-05-15 14:29:06,HIGH,2026-05-15,14
319,643,1.0,0.9997,1,2026-05-15 14:29:06,HIGH,2026-05-15,14
320,645,4.87,0.9993,1,2026-05-15 14:29:06,HIGH,2026-05-15,14
321,646,0.77,0.9983,1,2026-05-15 14:29:06,HIGH,2026-05-15,14
322,651,5.09,0.8887,1,2026-05-15 14:29:06,MEDIUM,2026-05-15,14
323,659,19.73,0.9991,1,2026-05-15 14:29:06,HIGH,2026-05-15,14
324,661,1.0,0.9996,1,2026-05-15 14:29:06,HIGH,2026-05-15,14
325,665,3.79,0.9997,1,2026-05-15 14:29:07,HIGH,2026-05-15,14
326,666,1.0,0.9996,1,2026-05-15 14:29:07,HIGH,2026-05-15,14
327,668,776.83,0.9215,1,2026-05-15 14:29:07,HIGH,2026-05-15,14
328,669,8.0,0.8973,1,2026-05-15 14:29:07,MEDIUM,2026-05-15,14
329,670,0.77,0.9986,1,2026-05-15 14:29:07,HIGH,2026-05-15,14
330,675,30.26,0.9997,1,2026-05-15 14:29:07,HIGH,2026-05-15,14
331,676,1.0,0.9996,1,2026-05-15 14:29:07,HIGH,2026-05-15,14
