id,transaction_id,amount,fraud_probability,prediction,alert_time,severity
90,197,0.76,0.9943,1,2026-05-15 14:28:44,HIGH
91,198,1.0,0.9835,1,2026-05-15 14:28:44,HIGH
92,200,99.99,0.9997,1,2026-05-15 14:28:44,HIGH
93,201,1.0,0.998,1,2026-05-15 14:28:44,HIGH
94,207,99.99,0.9997,1,2026-05-15 14:28:45,HIGH
95,211,99.99,0.9997,1,2026-05-15 14:28:45,HIGH
96,212,1.0,0.9973,1,2026-05-15 14:28:45,HIGH
97,216,1.0,0.9996,1,2026-05-15 14:28:45,HIGH
98,218,219.8,0.9996,1,2026-05-15 14:28:45,HIGH
99,221,188.52,0.9997,1,2026-05-15 14:28:45,HIGH
100,224,1.0,0.9996,1,2026-05-15 14:28:45,HIGH
101,226,239.93,0.909,1,2026-05-15 14:28:46,HIGH
102,228,0.0,0.9996,1,2026-05-15 14:28:46,HIGH
103,231,346.94,0.9996,1,2026-05-15 14:28:46,HIGH
104,233,12.31,0.9248,1,2026-05-15 14:28:46,HIGH
105,235,1.0,0.9996,1,2026-05-15 14:28:46,HIGH
106,236,30.39,0.9997,1,2026-05-15 14:28:46,HIGH
107,239,1.0,0.954,1,2026-05-15 14:28:46,HIGH
108,240,1.0,0.9971,1,2026-05-15 14:28:46,HIGH
109,241,59.0,0.9393,1,2026-05-15 14:28:46,HIGH
110,242,101.5,0.9994,1,2026-05-15 14:28:46,HIGH
111,245,30.31,0.9997,1,2026-05-15 14:28:47,HIGH
112,246,0.76,0.9997,1,2026-05-15 14:28:47,HIGH
113,247,0.0,0.9989,1,2026-05-15 14:28:47,HIGH
114,248,99.99,0.9997,1,2026-05-15 14:28:47,HIGH
115,249,30.3,0.948,1,2026-05-15 14:28:47,HIGH
116,250,38.76,0.986,1,2026-05-15 14:28:47,HIGH
117,251,0.68,0.9939,1,2026-05-15 14:28:47,HIGH
118,255,120.54,0.9796,1,2026-05-15 14:28:47,HIGH
119,256,1.63,0.9996,1,2026-05-15 14:28:47,HIGH
120,260,1.0,0.9994,1,2026-05-15 14:28:47,HIGH
121,262,0.77,0.9996,1,2026-05-15 14:28:47,HIGH
122,263,9.13,0.9997,1,2026-05-15 14:28:47,HIGH
123,264,0.0,0.9997,1,2026-05-15 14:28:47,HIGH
124,265,65.0,0.9996,1,2026-05-15 14:28:47,HIGH
125,268,276.17,0.9075,1,2026-05-15 14:28:48,HIGH
126,270,723.21,0.933,1,2026-05-15 14:28:48,HIGH
127,271,245.0,0.9995,1,2026-05-15 14:28:48,HIGH
128,272,88.23,0.9997,1,2026-05-15 14:28:48,HIGH
129,274,254.76,0.9997,1,2026-05-15 14:28:48,HIGH
130,276,1.0,0.9996,1,2026-05-15 14:28:48,HIGH
131,277,113.92,0.9996,1,2026-05-15 14:28:48,HIGH
132,279,0.68,0.99,1,2026-05-15 14:28:48,HIGH
133,283,238.9,0.9995,1,2026-05-15 14:28:48,HIGH
134,284,261.22,0.8382,1,2026-05-15 14:28:48,MEDIUM
135,285,290.18,0.6486,1,2026-05-15 14:28:48,LOW
136,287,105.89,0.9867,1,2026-05-15 14:28:49,HIGH
137,288,247.86,0.9854,1,2026-05-15 14:28:49,HIGH
138,289,1.0,0.9996,1,2026-05-15 14:28:49,HIGH
139,294,0.77,0.9995,1,2026-05-15 14:28:49,HIGH
140,295,11.0,0.9993,1,2026-05-15 14:28:49,HIGH
141,296,4.97,0.9995,1,2026-05-15 14:28:49,HIGH
142,298,0.76,0.9997,1,2026-05-15 14:28:49,HIGH
143,299,1.0,0.9986,1,2026-05-15 14:28:49,HIGH
144,300,1.0,0.7881,1,2026-05-15 14:28:49,MEDIUM
145,302,0.01,0.9997,1,2026-05-15 14:28:49,HIGH
146,303,0.0,0.7507,1,2026-05-15 14:28:49,MEDIUM
147,304,996.27,0.9854,1,2026-05-15 14:28:49,HIGH
148,307,0.92,0.908,1,2026-05-15 14:28:50,HIGH
149,315,357.95,0.9051,1,2026-05-15 14:28:50,HIGH
150,316,1504.93,0.9973,1,2026-05-15 14:28:50,HIGH
151,317,1.0,0.9996,1,2026-05-15 14:28:50,HIGH
152,320,294.9,0.9997,1,2026-05-15 14:28:50,HIGH
153,321,99.99,0.9997,1,2026-05-15 14:28:50,HIGH
154,322,1.0,0.9997,1,2026-05-15 14:28:50,HIGH
155,323,78.0,0.9997,1,2026-05-15 14:28:50,HIGH
156,327,0.01,0.9985,1,2026-05-15 14:28:51,HIGH
157,328,19.95,0.5415,1,2026-05-15 14:28:51,LOW
158,330,39.45,0.9996,1,2026-05-15 14:28:51,HIGH
159,332,1.0,0.9996,1,2026-05-15 14:28:51,HIGH
160,335,0.0,0.7334,1,2026-05-15 14:28:51,MEDIUM
161,336,1.0,0.9996,1,2026-05-15 14:28:51,HIGH
162,341,0.77,0.9996,1,2026-05-15 14:28:51,HIGH
163,344,37.32,0.9997,1,2026-05-15 14:28:51,HIGH
164,345,0.01,0.999,1,2026-05-15 14:28:51,HIGH
165,346,94.82,0.9996,1,2026-05-15 14:28:52,HIGH
166,349,18.96,0.9995,1,2026-05-15 14:28:52,HIGH
167,351,130.44,0.9997,1,2026-05-15 14:28:52,HIGH
168,352,252.92,0.9997,1,2026-05-15 14:28:52,HIGH
169,354,99.99,0.9997,1,2026-05-15 14:28:52,HIGH
170,355,18.0,0.9987,1,2026-05-15 14:28:52,HIGH
171,356,106.55,0.9997,1,2026-05-15 14:28:52,HIGH
172,357,316.06,0.9997,1,2026-05-15 14:28:52,HIGH
173,358,1.59,0.9995,1,2026-05-15 14:28:52,HIGH
174,359,33.59,0.9993,1,2026-05-15 14:28:52,HIGH
175,360,648.0,0.9996,1,2026-05-15 14:28:52,HIGH
176,361,0.0,0.9995,1,2026-05-15 14:28:52,HIGH
177,363,172.32,0.9997,1,2026-05-15 14:28:52,HIGH
178,364,51.37,0.9995,1,2026-05-15 14:28:52,HIGH
179,365,99.99,0.9997,1,2026-05-15 14:28:52,HIGH
180,366,1.0,0.9995,1,2026-05-15 14:28:53,HIGH
181,368,1.75,0.9995,1,2026-05-15 14:28:53,HIGH
182,369,925.31,0.9961,1,2026-05-15 14:28:53,HIGH
183,373,1.0,0.9995,1,2026-05-15 14:28:53,HIGH
184,374,8.0,0.9995,1,2026-05-15 14:28:53,HIGH
185,375,1.0,0.9995,1,2026-05-15 14:28:53,HIGH
186,377,127.14,0.9997,1,2026-05-15 14:28:53,HIGH
187,378,23.36,0.9895,1,2026-05-15 14:28:53,HIGH
188,381,426.4,0.9993,1,2026-05-15 14:28:53,HIGH
189,382,204.27,0.9989,1,2026-05-15 14:28:53,HIGH
190,384,3.79,0.9789,1,2026-05-15 14:28:53,HIGH
191,385,101.5,0.9984,1,2026-05-15 14:28:53,HIGH
192,388,364.19,0.9896,1,2026-05-15 14:28:53,HIGH
193,391,7.52,0.9997,1,2026-05-15 14:28:54,HIGH
194,392,3.93,0.7559,1,2026-05-15 14:28:54,MEDIUM
195,394,0.76,0.9992,1,2026-05-15 14:28:54,HIGH
196,396,3.12,0.9435,1,2026-05-15 14:28:54,HIGH
197,397,0.76,0.929,1,2026-05-15 14:28:54,HIGH
198,398,1.0,0.9996,1,2026-05-15 14:28:54,HIGH
199,401,1809.68,0.5584,1,2026-05-15 14:28:54,LOW
200,402,7.59,0.6952,1,2026-05-15 14:28:54,LOW
201,408,22.04,0.9974,1,2026-05-15 14:28:54,HIGH
202,409,1.0,0.9996,1,2026-05-15 14:28:54,HIGH
203,414,1.0,0.9997,1,2026-05-15 14:28:55,HIGH
204,421,1.0,0.9996,1,2026-05-15 14:28:55,HIGH
205,423,39.9,0.9866,1,2026-05-15 14:28:55,HIGH
206,425,2.0,0.9958,1,2026-05-15 14:28:55,HIGH
207,426,25.0,0.9976,1,2026-05-15 14:28:55,HIGH
208,427,0.68,0.999,1,2026-05-15 14:28:55,HIGH
209,428,99.99,0.9997,1,2026-05-15 14:28:55,HIGH
210,430,0.0,0.9997,1,2026-05-15 14:28:55,HIGH
211,431,6.99,0.9486,1,2026-05-15 14:28:55,HIGH
212,432,144.62,0.9994,1,2026-05-15 14:28:56,HIGH
213,433,80.22,0.9994,1,2026-05-15 14:28:56,HIGH
214,434,6.74,0.9997,1,2026-05-15 14:28:56,HIGH
215,435,1.0,0.9997,1,2026-05-15 14:28:56,HIGH
216,436,1.0,0.9994,1,2026-05-15 14:28:56,HIGH
217,437,311.91,0.9199,1,2026-05-15 14:28:56,HIGH
218,438,67.9,0.9995,1,2026-05-15 14:28:56,HIGH
219,441,549.06,0.7448,1,2026-05-15 14:28:56,MEDIUM
220,448,261.87,0.6249,1,2026-05-15 14:28:56,LOW
221,453,39.45,0.9995,1,2026-05-15 14:28:57,HIGH
222,454,360.0,0.9976,1,2026-05-15 14:28:57,HIGH
223,455,99.9,0.9997,1,2026-05-15 14:28:57,HIGH
224,459,80.9,0.998,1,2026-05-15 14:28:57,HIGH
225,460,1.0,0.9997,1,2026-05-15 14:28:57,HIGH
226,461,99.99,0.9997,1,2026-05-15 14:28:57,HIGH
227,462,88.23,0.9997,1,2026-05-15 14:28:57,HIGH
228,465,345.0,0.9689,1,2026-05-15 14:28:57,HIGH
229,466,1.0,0.9296,1,2026-05-15 14:28:57,HIGH
230,467,5.3,0.9997,1,2026-05-15 14:28:57,HIGH
231,468,1.18,0.9996,1,2026-05-15 14:28:57,HIGH
232,470,0.77,0.9996,1,2026-05-15 14:28:57,HIGH
233,471,144.8,0.9996,1,2026-05-15 14:28:57,HIGH
234,472,19.02,0.9997,1,2026-05-15 14:28:57,HIGH
235,474,1.52,0.5603,1,2026-05-15 14:28:58,LOW
236,475,147.87,0.9993,1,2026-05-15 14:28:58,HIGH
237,482,60.6,0.9994,1,2026-05-15 14:28:58,HIGH
238,483,1.0,0.9989,1,2026-05-15 14:28:58,HIGH
239,484,22.47,0.8834,1,2026-05-15 14:28:58,MEDIUM
240,486,766.36,0.9997,1,2026-05-15 14:28:58,HIGH
241,487,1.0,0.9997,1,2026-05-15 14:28:58,HIGH
242,488,9.82,0.9987,1,2026-05-15 14:28:58,HIGH
243,489,99.99,0.9997,1,2026-05-15 14:28:58,HIGH
244,494,111.7,0.9997,1,2026-05-15 14:28:59,HIGH
245,495,0.0,0.9879,1,2026-05-15 14:28:59,HIGH
246,496,1.0,0.9996,1,2026-05-15 14:28:59,HIGH
247,497,1.0,0.9997,1,2026-05-15 14:28:59,HIGH
248,498,0.0,0.9997,1,2026-05-15 14:28:59,HIGH
249,503,727.91,0.9994,1,2026-05-15 14:28:59,HIGH
250,508,1.0,0.9857,1,2026-05-15 14:28:59,HIGH
251,511,1.0,0.9921,1,2026-05-15 14:28:59,HIGH
252,513,2.28,0.9996,1,2026-05-15 14:28:59,HIGH
253,514,1.0,0.9996,1,2026-05-15 14:28:59,HIGH
254,515,1.63,0.9997,1,2026-05-15 14:28:59,HIGH
255,517,489.71,0.9993,1,2026-05-15 14:29:00,HIGH
256,518,0.83,0.9997,1,2026-05-15 14:29:00,HIGH
257,520,1.0,0.9996,1,2026-05-15 14:29:00,HIGH
258,521,17.06,0.9994,1,2026-05-15 14:29:00,HIGH
259,524,104.0,0.9997,1,2026-05-15 14:29:00,HIGH
260,525,1.0,0.9713,1,2026-05-15 14:29:00,HIGH
261,528,454.82,0.9993,1,2026-05-15 14:29:00,HIGH
262,530,0.76,0.9009,1,2026-05-15 14:29:00,HIGH
263,532,99.99,0.9997,1,2026-05-15 14:29:00,HIGH
264,534,9.21,0.962,1,2026-05-15 14:29:00,HIGH
265,536,17.39,0.9588,1,2026-05-15 14:29:00,HIGH
266,537,1.0,0.9991,1,2026-05-15 14:29:00,HIGH
267,538,730.86,0.9965,1,2026-05-15 14:29:00,HIGH
268,540,1.0,0.9997,1,2026-05-15 14:29:01,HIGH
269,541,0.01,0.9997,1,2026-05-15 14:29:01,HIGH
270,542,2.0,0.9993,1,2026-05-15 14:29:01,HIGH
271,543,824.83,0.9945,1,2026-05-15 14:29:01,HIGH
272,544,390.0,0.9993,1,2026-05-15 14:29:01,HIGH
273,545,1.52,0.9997,1,2026-05-15 14:29:01,HIGH
274,550,59.68,0.9997,1,2026-05-15 14:29:01,HIGH
275,551,11.38,0.9997,1,2026-05-15 14:29:01,HIGH
276,552,156.0,0.9991,1,2026-05-15 14:29:01,HIGH
277,554,99.99,0.9893,1,2026-05-15 14:29:01,HIGH
278,557,93.35,0.9962,1,2026-05-15 14:29:01,HIGH
279,558,512.25,0.9997,1,2026-05-15 14:29:01,HIGH
280,559,188.78,0.9996,1,2026-05-15 14:29:02,HIGH
281,560,2.27,0.9987,1,2026-05-15 14:29:02,HIGH
282,561,270.0,0.9995,1,2026-05-15 14:29:02,HIGH
283,565,1.0,0.998,1,2026-05-15 14:29:02,HIGH
284,566,1.0,0.9997,1,2026-05-15 14:29:02,HIGH
285,568,188.52,0.9997,1,2026-05-15 14:29:02,HIGH
286,569,2.28,0.9997,1,2026-05-15 14:29:02,HIGH
287,572,173.07,0.9995,1,2026-05-15 14:29:02,HIGH
288,574,1.0,0.9996,1,2026-05-15 14:29:02,HIGH
289,575,0.76,0.9997,1,2026-05-15 14:29:02,HIGH
290,577,1.0,0.999,1,2026-05-15 14:29:02,HIGH
291,578,296.0,0.9968,1,2026-05-15 14:29:02,HIGH
292,579,0.69,0.8775,1,2026-05-15 14:29:03,MEDIUM
293,581,1.0,0.9996,1,2026-05-15 14:29:03,HIGH
294,582,1.0,0.9997,1,2026-05-15 14:29:03,HIGH
295,586,320.01,0.9996,1,2026-05-15 14:29:03,HIGH
296,590,112.45,0.9961,1,2026-05-15 14:29:03,HIGH
297,596,1.0,0.9995,1,2026-05-15 14:29:03,HIGH
298,597,52.69,0.9996,1,2026-05-15 14:29:03,HIGH
299,601,1.0,0.9996,1,2026-05-15 14:29:04,HIGH
300,602,0.76,0.9997,1,2026-05-15 14:29:04,HIGH
301,603,571.48,0.929,1,2026-05-15 14:29:04,HIGH
302,604,129.0,0.6653,1,2026-05-15 14:29:04,LOW
303,607,1.0,0.9997,1,2026-05-15 14:29:04,HIGH
304,608,83.38,0.9997,1,2026-05-15 14:29:04,HIGH
305,611,0.83,0.9997,1,2026-05-15 14:29:04,HIGH
306,612,209.65,0.9997,1,2026-05-15 14:29:04,HIGH
307,620,1.0,0.9996,1,2026-05-15 14:29:04,HIGH
308,622,7.58,0.8293,1,2026-05-15 14:29:04,MEDIUM
309,624,0.76,0.9994,1,2026-05-15 14:29:05,HIGH
310,625,1.0,0.9994,1,2026-05-15 14:29:05,HIGH
311,627,1.0,0.9996,1,2026-05-15 14:29:05,HIGH
312,632,39.98,0.9952,1,2026-05-15 14:29:05,HIGH
313,633,1.18,0.9996,1,2026-05-15 14:29:05,HIGH
314,636,1.0,0.9996,1,2026-05-15 14:29:05,HIGH
315,637,1.0,0.9981,1,2026-05-15 14:29:05,HIGH
316,639,1.0,0.9556,1,2026-05-15 14:29:05,HIGH
317,641,40.0,0.8293,1,2026-05-15 14:29:05,MEDIUM
318,642,1.0,0.9996,1,2026-05-15 14:29:06,HIGH
319,643,1.0,0.9997,1,2026-05-15 14:29:06,HIGH
320,645,4.87,0.9993,1,2026-05-15 14:29:06,HIGH
321,646,0.77,0.9983,1,2026-05-15 14:29:06,HIGH
322,651,5.09,0.8887,1,2026-05-15 14:29:06,MEDIUM
323,659,19.73,0.9991,1,2026-05-15 14:29:06,HIGH
324,661,1.0,0.9996,1,2026-05-15 14:29:06,HIGH
325,665,3.79,0.9997,1,2026-05-15 14:29:07,HIGH
326,666,1.0,0.9996,1,2026-05-15 14:29:07,HIGH
327,668,776.83,0.9215,1,2026-05-15 14:29:07,HIGH
328,669,8.0,0.8973,1,2026-05-15 14:29:07,MEDIUM
329,670,0.77,0.9986,1,2026-05-15 14:29:07,HIGH
330,675,30.26,0.9997,1,2026-05-15 14:29:07,HIGH
331,676,1.0,0.9996,1,2026-05-15 14:29:07,HIGH
332,677,105.99,0.811,1,2026-05-15 14:29:07,MEDIUM
333,678,195.66,0.9987,1,2026-05-15 14:29:07,HIGH
334,680,180.0,0.999,1,2026-05-15 14:29:07,HIGH
335,684,1.0,0.9986,1,2026-05-15 14:29:07,HIGH
336,686,1.0,0.9997,1,2026-05-15 14:29:07,HIGH
337,687,0.76,0.9832,1,2026-05-15 14:29:08,HIGH
338,689,1.0,0.9855,1,2026-05-15 14:29:08,HIGH
339,690,78.0,0.9997,1,2026-05-15 14:29:08,HIGH
340,696,7.57,0.9936,1,2026-05-15 14:29:08,HIGH
341,698,44.9,0.9997,1,2026-05-15 14:29:08,HIGH
342,699,1.0,0.9996,1,2026-05-15 14:29:08,HIGH
343,700,1.0,0.9993,1,2026-05-15 14:29:08,HIGH
344,706,0.76,0.9095,1,2026-05-15 14:29:09,HIGH
345,707,24.9,0.7786,1,2026-05-15 14:29:09,MEDIUM
346,708,88.0,0.9992,1,2026-05-15 14:29:09,HIGH
347,713,119.74,0.9997,1,2026-05-15 14:29:09,HIGH
348,714,94.82,0.9997,1,2026-05-15 14:29:09,HIGH
349,715,18.96,0.9977,1,2026-05-15 14:29:09,HIGH
350,716,1.0,0.9997,1,2026-05-15 14:29:09,HIGH
351,717,45.49,0.9997,1,2026-05-15 14:29:09,HIGH
352,720,1.0,0.9996,1,2026-05-15 14:29:09,HIGH
353,722,45.64,0.9995,1,2026-05-15 14:29:09,HIGH
354,724,310.42,0.9997,1,2026-05-15 14:29:09,HIGH
355,725,1.0,0.9993,1,2026-05-15 14:29:09,HIGH
356,726,723.21,0.9996,1,2026-05-15 14:29:09,HIGH
357,727,118.3,0.9997,1,2026-05-15 14:29:10,HIGH
358,728,170.92,0.9997,1,2026-05-15 14:29:10,HIGH
359,729,5.91,0.9918,1,2026-05-15 14:29:10,HIGH
360,730,9.29,0.9866,1,2026-05-15 14:29:10,HIGH
361,731,124.53,0.9996,1,2026-05-15 14:29:10,HIGH
362,732,667.55,0.9997,1,2026-05-15 14:29:10,HIGH
363,738,34.12,0.9997,1,2026-05-15 14:29:10,HIGH
364,740,592.9,0.9996,1,2026-05-15 14:29:10,HIGH
365,754,130.21,0.9996,1,2026-05-15 14:29:11,HIGH
366,757,512.25,0.9997,1,2026-05-15 14:29:11,HIGH
367,759,57.73,0.9997,1,2026-05-15 14:29:11,HIGH
368,761,340.11,0.9997,1,2026-05-15 14:29:11,HIGH
369,763,1.0,0.8428,1,2026-05-15 14:29:11,MEDIUM
370,767,7.18,0.7238,1,2026-05-15 14:29:11,MEDIUM
371,770,227.3,0.9994,1,2026-05-15 14:29:12,HIGH
372,773,1.0,0.9996,1,2026-05-15 14:29:12,HIGH
373,775,0.0,0.7123,1,2026-05-15 14:29:12,MEDIUM
374,778,105.89,0.9964,1,2026-05-15 14:29:12,HIGH
375,779,1.0,0.7257,1,2026-05-15 14:29:12,MEDIUM
376,783,829.41,0.9041,1,2026-05-15 14:29:12,HIGH
377,784,0.0,0.9989,1,2026-05-15 14:29:12,HIGH
378,785,1335.0,0.997,1,2026-05-15 14:29:12,HIGH
379,786,320.0,0.7824,1,2026-05-15 14:29:12,MEDIUM
380,789,4.9,0.9833,1,2026-05-15 14:29:12,HIGH
381,790,0.0,0.9997,1,2026-05-15 14:29:12,HIGH
382,805,104.81,0.8674,1,2026-05-15 14:29:13,MEDIUM
383,806,76.94,0.9994,1,2026-05-15 14:29:13,HIGH
384,808,0.76,0.999,1,2026-05-15 14:29:13,HIGH
385,810,1.0,0.9996,1,2026-05-15 14:29:13,HIGH
386,812,0.76,0.9227,1,2026-05-15 14:29:13,HIGH
387,819,7.61,0.9997,1,2026-05-15 14:29:14,HIGH
388,821,45.03,0.738,1,2026-05-15 14:29:14,MEDIUM
389,825,3.9,0.9997,1,2026-05-15 14:29:14,HIGH
390,828,6.62,0.9984,1,2026-05-15 14:29:14,HIGH
391,829,84.28,0.9994,1,2026-05-15 14:29:14,HIGH
392,831,8.3,0.9996,1,2026-05-15 14:29:14,HIGH
393,835,1.0,0.9844,1,2026-05-15 14:29:15,HIGH
394,844,4.56,0.9997,1,2026-05-15 14:29:15,HIGH
395,848,324.59,0.9833,1,2026-05-15 14:29:15,HIGH
396,850,1.0,0.9996,1,2026-05-15 14:29:15,HIGH
397,854,6.27,0.9996,1,2026-05-15 14:29:16,HIGH
398,855,53.95,0.9997,1,2026-05-15 14:29:16,HIGH
399,856,1.0,0.9996,1,2026-05-15 14:29:16,HIGH
400,858,1.0,0.9996,1,2026-05-15 14:29:16,HIGH
401,859,77.89,0.9974,1,2026-05-15 14:29:16,HIGH
402,861,1.0,0.9996,1,2026-05-15 14:29:16,HIGH
403,862,1.0,0.5471,1,2026-05-15 14:29:16,LOW
404,863,2.22,0.9847,1,2026-05-15 14:29:16,HIGH
405,865,108.51,0.8162,1,2026-05-15 14:29:16,MEDIUM
406,868,139.9,0.9997,1,2026-05-15 14:29:16,HIGH
407,869,99.99,0.9997,1,2026-05-15 14:29:16,HIGH
408,870,45.51,0.9952,1,2026-05-15 14:29:16,HIGH
409,872,9.99,0.9796,1,2026-05-15 14:29:17,HIGH
410,877,99.99,0.9997,1,2026-05-15 14:29:17,HIGH
411,879,1.0,0.9983,1,2026-05-15 14:29:17,HIGH
412,880,0.76,0.6994,1,2026-05-15 14:29:17,LOW
413,881,3.79,0.5903,1,2026-05-15 14:29:17,LOW
414,883,362.55,0.998,1,2026-05-15 14:29:17,HIGH
415,884,5.0,0.9997,1,2026-05-15 14:29:17,HIGH
416,886,720.38,0.9995,1,2026-05-15 14:29:17,HIGH
417,888,1.0,0.9996,1,2026-05-15 14:29:17,HIGH
418,890,0.0,0.9971,1,2026-05-15 14:29:17,HIGH
419,894,8.54,0.9997,1,2026-05-15 14:29:18,HIGH
420,896,1.0,0.9855,1,2026-05-15 14:29:18,HIGH
421,898,3.14,0.9742,1,2026-05-15 14:29:18,HIGH
